Time,Type,Amount,Symbol
2025-10-03 10:33:15,Commission,-0.00103619 USDT,ASTERUSDT
2025-10-03 10:33:15,Commission,-0.00175461 USDT,ASTERUSDT
2025-10-03 10:32:25,Commission,-0.00313913 USDT,ASTERUSDT
2025-10-03 10:32:09,Realized PNL,-11.11420689 USDT,CAKEUSDT
2025-10-03 10:32:09,Commission,-0.05978952 USDT,CAKEUSDT
2025-10-03 10:32:04,Commission,-0.00314555 USDT,ASTERUSDT
2025-10-03 10:30:25,Commission,-0.00334806 USDT,STBLUSDT
2025-10-03 10:30:25,Commission,-0.00334806 USDT,STBLUSDT
2025-10-03 10:30:09,Realized PNL,0.93280000 USDT,APTUSDT
2025-10-03 10:30:09,Commission,-0.00925936 USDT,APTUSDT
2025-10-03 10:12:13,Commission,-0.01653858 USDT,XRPUSDT
2025-10-03 10:12:13,Realized PNL,1.63684000 USDT,XRPUSDT
2025-10-03 10:12:13,Commission,-0.01653858 USDT,XRPUSDT
2025-10-03 10:09:53,Commission,-0.00935264 USDT,APTUSDT
2025-10-03 10:09:53,Realized PNL,0.91000000 USDT,APTUSDT
2025-10-03 10:09:53,Commission,-0.00929950 USDT,APTUSDT
2025-10-03 10:09:51,Realized PNL,0.00520000 USDT,APTUSDT
2025-10-03 10:09:51,Commission,-0.00005314 USDT,APTUSDT
2025-10-03 10:08:28,Realized PNL,1.71750000 USDT,SOLUSDT
2025-10-03 10:08:28,Commission,-0.01737524 USDT,SOLUSDT
2025-10-03 10:03:22,Commission,-0.00546837 USDT,XRPUSDT
2025-10-03 10:01:01,Commission,-0.00231528 USDT,APTUSDT
2025-10-03 10:01:01,Commission,-0.00231528 USDT,APTUSDT
2025-10-03 10:01:01,Commission,-0.00231528 USDT,APTUSDT
2025-10-03 10:01:01,Commission,-0.00231528 USDT,APTUSDT
2025-10-03 10:01:01,Realized PNL,0.23540000 USDT,APTUSDT
2025-10-03 10:01:01,Commission,-0.00231528 USDT,APTUSDT
2025-10-03 10:01:00,Commission,-0.00137628 USDT,SOLUSDT
2025-10-03 10:01:00,Commission,-0.00137628 USDT,SOLUSDT
2025-10-03 10:01:00,Commission,-0.00137628 USDT,SOLUSDT
2025-10-03 10:01:00,Commission,-0.00137628 USDT,SOLUSDT
2025-10-03 10:01:00,Commission,-0.00137628 USDT,SOLUSDT
2025-10-03 10:01:00,Commission,-0.00137628 USDT,SOLUSDT
2025-10-03 10:01:00,Commission,-0.00137628 USDT,SOLUSDT
2025-10-03 10:01:00,Commission,-0.00137628 USDT,SOLUSDT
2025-10-03 10:01:00,Commission,-0.00137628 USDT,SOLUSDT
2025-10-03 10:01:00,Commission,-0.00137628 USDT,SOLUSDT
2025-10-03 10:01:00,Commission,-0.00137628 USDT,SOLUSDT
2025-10-03 10:01:00,Commission,-0.00137628 USDT,SOLUSDT
2025-10-03 10:01:00,Realized PNL,0.06960000 USDT,SOLUSDT
2025-10-03 10:01:00,Commission,-0.00137628 USDT,SOLUSDT
2025-10-03 10:01:00,Realized PNL,0.06930000 USDT,SOLUSDT
2025-10-03 10:01:00,Commission,-0.00068817 USDT,SOLUSDT
2025-10-03 10:00:59,Commission,-0.00546837 USDT,XRPUSDT
2025-10-03 10:00:59,Realized PNL,0.00306000 USDT,XRPUSDT
2025-10-03 10:00:59,Commission,-0.00546837 USDT,XRPUSDT
2025-10-03 10:00:59,Realized PNL,0.55386000 USDT,XRPUSDT
2025-10-03 10:00:59,Commission,-0.00546837 USDT,XRPUSDT
2025-10-03 09:48:42,Realized PNL,-1.78080000 USDT,AVNTUSDT
2025-10-03 09:48:42,Commission,-0.01294545 USDT,AVNTUSDT
2025-10-03 09:37:01,Realized PNL,-8.48679000 USDT,STBLUSDT
2025-10-03 09:37:01,Commission,-0.06211700 USDT,STBLUSDT
2025-10-03 09:00:11,Realized PNL,-1.16506000 USDT,FARTCOINUSDT
2025-10-03 09:00:11,Commission,-0.00848402 USDT,FARTCOINUSDT
2025-10-03 09:00:00,Funding fee,0.12141628 USDT,STBLUSDT
2025-10-03 09:00:00,Funding fee,0.01398797 USDT,HYPEUSDT
2025-10-03 09:00:00,Funding fee,0.01518229 USDT,ASTERUSDT
2025-10-03 09:00:00,Funding fee,0.00418905 USDT,AVNTUSDT
2025-10-03 09:00:00,Funding fee,0.00187388 USDT,ENAUSDT
2025-10-03 09:00:00,Funding fee,0.00120653 USDT,FARTCOINUSDT
2025-10-03 09:00:00,Funding fee,0.00236885 USDT,APTUSDT
2025-10-03 09:00:00,Funding fee,0.17067513 USDT,CAKEUSDT
2025-10-03 09:00:00,Funding fee,0.00558413 USDT,XRPUSDT
2025-10-03 09:00:00,Funding fee,0.00140802 USDT,SOLUSDT
2025-10-03 09:00:00,Funding fee,0.01360470 USDT,ETHUSDT
2025-10-03 08:35:21,Realized PNL,-0.77887420 USDT,PUMPUSDT
2025-10-03 08:35:21,Commission,-0.00563515 USDT,PUMPUSDT
2025-10-03 08:35:21,Realized PNL,-0.39013878 USDT,PUMPUSDT
2025-10-03 08:35:21,Commission,-0.00285382 USDT,PUMPUSDT
2025-10-03 08:35:07,Commission,-0.00213626 USDT,XRPUSDT
2025-10-03 08:35:07,Commission,-0.00213626 USDT,XRPUSDT
2025-10-03 08:35:07,Realized PNL,0.09299999 USDT,XRPUSDT
2025-10-03 08:35:07,Commission,-0.00213626 USDT,XRPUSDT
2025-10-03 08:32:04,Realized PNL,-0.54800000 USDT,BNBUSDT
2025-10-03 08:32:04,Commission,-0.00402815 USDT,BNBUSDT
2025-10-03 08:31:26,Commission,-0.00971711 USDT,ASTERUSDT
2025-10-03 08:31:26,Realized PNL,0.96143200 USDT,ASTERUSDT
2025-10-03 08:31:26,Commission,-0.00971711 USDT,ASTERUSDT
2025-10-03 08:25:05,Commission,-0.00962096 USDT,ASTERUSDT
2025-10-03 08:25:05,Realized PNL,0.97267399 USDT,ASTERUSDT
2025-10-03 08:25:05,Commission,-0.00962096 USDT,ASTERUSDT
2025-10-03 08:19:42,Commission,-0.00259943 USDT,HYPEUSDT
2025-10-03 08:19:41,Commission,-0.00259959 USDT,HYPEUSDT
2025-10-03 08:19:40,Commission,-0.00243274 USDT,SOLUSDT
2025-10-03 08:19:39,Realized PNL,0.11408000 USDT,HEMIUSDT
2025-10-03 08:19:39,Commission,-0.00385109 USDT,HEMIUSDT
2025-10-03 08:19:39,Commission,-0.00243295 USDT,SOLUSDT
2025-10-03 08:18:07,Commission,-0.00293983 USDT,HYPEUSDT
2025-10-03 08:18:07,Commission,-0.00293989 USDT,HYPEUSDT
2025-10-03 08:15:02,Commission,-0.01689903 USDT,STBLUSDT
2025-10-03 08:15:02,Realized PNL,1.75671000 USDT,STBLUSDT
2025-10-03 08:15:02,Commission,-0.01777766 USDT,STBLUSDT
2025-10-03 08:12:22,Commission,-0.00304550 USDT,STBLUSDT
2025-10-03 08:12:22,Commission,-0.00304550 USDT,STBLUSDT
2025-10-03 08:10:40,Realized PNL,0.11130104 USDT,STBLUSDT
2025-10-03 08:10:40,Commission,-0.05868009 USDT,STBLUSDT
2025-10-03 08:10:39,Realized PNL,2.14968744 USDT,STBLUSDT
2025-10-03 08:10:39,Commission,-0.05544706 USDT,STBLUSDT
2025-10-03 08:10:38,Commission,-0.00315777 USDT,STBLUSDT
2025-10-03 08:10:38,Commission,-0.00315777 USDT,STBLUSDT
2025-10-03 08:01:19,Commission,-0.00288757 USDT,AVNTUSDT
2025-10-03 07:51:48,Commission,-0.00263767 USDT,APTUSDT
2025-10-03 07:51:29,Commission,-0.00252230 USDT,CAKEUSDT
2025-10-03 07:50:53,Commission,-0.00294221 USDT,HYPEUSDT
2025-10-03 07:50:47,Commission,-0.00301756 USDT,FARTCOINUSDT
2025-10-03 07:47:32,Realized PNL,0.06810000 USDT,SOLUSDT
2025-10-03 07:47:32,Commission,-0.00068946 USDT,SOLUSDT
2025-10-03 07:40:18,Realized PNL,0.08096000 USDT,DOGEUSDT
2025-10-03 07:40:18,Commission,-0.00081840 USDT,DOGEUSDT
2025-10-03 07:31:45,Realized PNL,1.42375999 USDT,HYPEUSDT
2025-10-03 07:31:45,Commission,-0.01409011 USDT,HYPEUSDT
2025-10-03 07:31:42,Commission,-0.00256861 USDT,HYPEUSDT
2025-10-03 07:15:51,Commission,-0.00238927 USDT,SOLUSDT
2025-10-03 07:15:36,Commission,-0.00026588 USDT,DOGEUSDT
2025-10-03 07:15:36,Commission,-0.00257018 USDT,DOGEUSDT
2025-10-03 07:14:31,Commission,-0.00285238 USDT,XRPUSDT
2025-10-03 06:49:14,Realized PNL,0.04411800 USDT,HEMIUSDT
2025-10-03 06:49:14,Commission,-0.00184411 USDT,HEMIUSDT
2025-10-03 06:32:26,Commission,-0.00175920 USDT,AVNTUSDT
2025-10-03 06:32:26,Realized PNL,0.19460000 USDT,AVNTUSDT
2025-10-03 06:32:26,Commission,-0.00257510 USDT,AVNTUSDT
2025-10-03 06:31:43,Commission,-0.00134847 USDT,ETHUSDT
2025-10-03 06:25:20,Commission,-0.00265867 USDT,HEMIUSDT
2025-10-03 06:15:12,Commission,-0.00282754 USDT,AVNTUSDT
2025-10-03 05:51:56,Commission,-0.00283979 USDT,AVNTUSDT
2025-10-03 05:38:34,Commission,-0.00278565 USDT,APTUSDT
2025-10-03 05:18:15,Commission,-0.00276255 USDT,APTUSDT
2025-10-03 05:00:00,Funding fee,0.07035155 USDT,STBLUSDT
2025-10-03 05:00:00,Funding fee,0.05365323 USDT,HYPEUSDT
2025-10-03 05:00:00,Funding fee,0.02922065 USDT,ASTERUSDT
2025-10-03 05:00:00,Funding fee,0.00120055 USDT,PUMPUSDT
2025-10-03 05:00:00,Funding fee,0.00072034 USDT,FARTCOINUSDT
2025-10-03 05:00:00,Funding fee,0.14783217 USDT,CAKEUSDT
2025-10-03 04:10:15,Realized PNL,0.05954782 USDT,ENAUSDT
2025-10-03 04:10:15,Commission,-0.00097088 USDT,ENAUSDT
2025-10-03 04:06:22,Commission,-0.00319725 USDT,ENAUSDT
2025-10-03 04:05:26,Commission,-0.00319935 USDT,ENAUSDT
2025-10-03 03:55:16,Commission,-0.00269592 USDT,ETHUSDT
2025-10-03 03:42:24,Commission,-0.00404307 USDT,ETHUSDT
2025-10-03 03:42:02,Commission,-0.00538992 USDT,ETHUSDT
2025-10-03 03:41:53,Realized PNL,0.66600000 USDT,ETHUSDT
2025-10-03 03:41:53,Commission,-0.00673650 USDT,ETHUSDT
2025-10-03 03:30:33,Commission,-0.00138969 USDT,HYPEUSDT
2025-10-03 03:28:03,Commission,-0.02392822 USDT,STBLUSDT
2025-10-03 03:28:02,Realized PNL,-0.13952848 USDT,STBLUSDT
2025-10-03 03:28:02,Commission,-0.00342816 USDT,STBLUSDT
2025-10-03 03:27:29,Commission,-0.00277407 USDT,HYPEUSDT
2025-10-03 03:27:15,Realized PNL,-0.53321268 USDT,PUMPUSDT
2025-10-03 03:27:15,Commission,-0.00344640 USDT,PUMPUSDT
2025-10-03 03:23:11,Realized PNL,0.09280000 USDT,AVNTUSDT
2025-10-03 03:23:11,Commission,-0.00093984 USDT,AVNTUSDT
2025-10-03 03:15:25,Realized PNL,0.11036000 USDT,HEMIUSDT
2025-10-03 03:15:25,Commission,-0.00109210 USDT,HEMIUSDT
2025-10-03 03:11:15,Realized PNL,-0.38003832 USDT,PUMPUSDT
2025-10-03 03:11:15,Commission,-0.00339518 USDT,PUMPUSDT
2025-10-03 03:07:49,Commission,-0.01976649 USDT,CAKEUSDT
2025-10-03 03:07:49,Commission,-0.00348820 USDT,CAKEUSDT
2025-10-03 03:07:47,Realized PNL,-0.05109310 USDT,CAKEUSDT
2025-10-03 03:07:47,Commission,-0.00349356 USDT,CAKEUSDT
2025-10-03 02:54:43,Commission,-0.00343280 USDT,ENAUSDT
2025-10-03 02:33:33,Commission,-0.00325696 USDT,AVNTUSDT
2025-10-03 02:29:14,Commission,-0.00405309 USDT,HYPEUSDT
2025-10-03 02:24:20,Commission,-0.00528173 USDT,HYPEUSDT
2025-10-03 02:23:33,Realized PNL,0.55630259 USDT,HYPEUSDT
2025-10-03 02:23:33,Commission,-0.00562270 USDT,HYPEUSDT
2025-10-03 02:23:33,Realized PNL,0.08295740 USDT,HYPEUSDT
2025-10-03 02:23:33,Commission,-0.00083847 USDT,HYPEUSDT
2025-10-03 01:50:03,Commission,-0.00349660 USDT,CAKEUSDT
2025-10-03 01:50:03,Commission,-0.01631749 USDT,CAKEUSDT
2025-10-03 01:50:02,Realized PNL,-0.16430000 USDT,CAKEUSDT
2025-10-03 01:50:02,Commission,-0.00350353 USDT,CAKEUSDT
2025-10-03 01:44:21,Commission,-0.00383635 USDT,BNBUSDT
2025-10-03 01:44:18,Realized PNL,0.12684000 USDT,XRPUSDT
2025-10-03 01:44:18,Commission,-0.00128259 USDT,XRPUSDT
2025-10-03 01:42:08,Commission,-0.00458674 USDT,STBLUSDT
2025-10-03 01:42:06,Realized PNL,0.23142000 USDT,STBLUSDT
2025-10-03 01:42:06,Commission,-0.00575648 USDT,STBLUSDT
2025-10-03 01:37:03,Commission,-0.00140416 USDT,PUMPUSDT
2025-10-03 01:36:21,Commission,-0.00459396 USDT,CAKEUSDT
2025-10-03 01:36:16,Commission,-0.00276776 USDT,PUMPUSDT
2025-10-03 01:35:26,Commission,-0.00386099 USDT,HEMIUSDT
2025-10-03 01:35:17,Realized PNL,0.39903700 USDT,PUMPUSDT
2025-10-03 01:35:17,Commission,-0.00406214 USDT,PUMPUSDT
2025-10-03 01:34:52,Commission,-0.00144534 USDT,FARTCOINUSDT
2025-10-03 01:34:52,Realized PNL,0.28101999 USDT,FARTCOINUSDT
2025-10-03 01:34:52,Commission,-0.00285056 USDT,FARTCOINUSDT
2025-10-03 01:23:41,Realized PNL,0.03500000 USDT,STBLUSDT
2025-10-03 01:23:41,Commission,-0.00405356 USDT,STBLUSDT
2025-10-03 01:22:02,Commission,-0.00408727 USDT,HYPEUSDT
2025-10-03 01:19:06,Commission,-0.00425757 USDT,HYPEUSDT
2025-10-03 01:18:44,Commission,-0.00448518 USDT,PUMPUSDT
2025-10-03 01:18:14,Commission,-0.00443224 USDT,HYPEUSDT
2025-10-03 01:18:14,Commission,-0.00455051 USDT,XRPUSDT
2025-10-03 01:18:01,Realized PNL,0.23400000 USDT,CAKEUSDT
2025-10-03 01:18:01,Commission,-0.00452326 USDT,CAKEUSDT
2025-10-03 01:17:44,Commission,-0.00472603 USDT,PUMPUSDT
2025-10-03 01:17:32,Commission,-0.00462549 USDT,HYPEUSDT
2025-10-03 01:17:27,Commission,-0.00484677 USDT,FARTCOINUSDT
2025-10-03 01:17:11,Commission,-0.00486661 USDT,PUMPUSDT
2025-10-03 01:16:47,Commission,-0.00503185 USDT,FARTCOINUSDT
2025-10-03 01:16:45,Realized PNL,0.14664000 USDT,STBLUSDT
2025-10-03 01:16:45,Commission,-0.00497806 USDT,STBLUSDT
2025-10-03 01:15:05,Commission,-0.00498781 USDT,HYPEUSDT
2025-10-03 01:12:45,Commission,-0.00164470 USDT,CAKEUSDT
2025-10-03 01:12:45,Realized PNL,0.32550000 USDT,CAKEUSDT
2025-10-03 01:12:45,Commission,-0.00328870 USDT,CAKEUSDT
2025-10-03 01:11:38,Commission,-0.00466630 USDT,ETHUSDT
2025-10-03 01:10:28,Commission,-0.00466746 USDT,ETHUSDT
2025-10-03 01:09:44,Commission,-0.00466851 USDT,ETHUSDT
2025-10-03 01:09:04,Commission,-0.00466945 USDT,ETHUSDT
2025-10-03 01:07:45,Commission,-0.00467291 USDT,ETHUSDT
2025-10-03 01:01:24,Realized PNL,0.15561000 USDT,STBLUSDT
2025-10-03 01:01:24,Commission,-0.00315027 USDT,STBLUSDT
2025-10-03 01:01:23,Realized PNL,0.15219000 USDT,STBLUSDT
2025-10-03 01:01:23,Commission,-0.00157479 USDT,STBLUSDT
2025-10-03 01:00:00,Funding fee,-0.01715217 USDT,STBLUSDT
2025-10-03 01:00:00,Funding fee,0.00480133 USDT,ASTERUSDT
2025-10-03 01:00:00,Funding fee,-0.02689601 USDT,CAKEUSDT
2025-10-03 00:59:32,Commission,-0.00545971 USDT,STBLUSDT
2025-10-03 00:59:31,Commission,-0.00545732 USDT,STBLUSDT
2025-10-03 00:55:00,Commission,-0.00569695 USDT,CAKEUSDT
2025-10-03 00:54:59,Commission,-0.00569957 USDT,CAKEUSDT
2025-10-03 00:49:55,Realized PNL,-0.00542999 USDT,HYPEUSDT
2025-10-03 00:49:55,Commission,-0.01073021 USDT,HYPEUSDT
2025-10-03 00:48:47,Commission,-0.00536597 USDT,HYPEUSDT
2025-10-03 00:48:47,Commission,-0.00346220 USDT,HYPEUSDT
2025-10-03 00:48:47,Commission,-0.00190394 USDT,HYPEUSDT
2025-10-03 00:48:12,Commission,-0.00546240 USDT,ASTERUSDT
2025-10-03 00:48:12,Commission,-0.00546240 USDT,ASTERUSDT
2025-10-03 00:47:55,Realized PNL,-0.23200000 USDT,CAKEUSDT
2025-10-03 00:47:55,Commission,-0.01139775 USDT,CAKEUSDT
2025-10-03 00:47:44,Commission,-0.00573632 USDT,CAKEUSDT
2025-10-03 00:47:31,Commission,-0.00574262 USDT,CAKEUSDT
2025-10-03 00:47:22,Commission,-0.00395966 USDT,ASTERUSDT
2025-10-03 00:47:22,Commission,-0.00175023 USDT,ASTERUSDT
2025-10-03 00:47:22,Commission,-0.00395924 USDT,ASTERUSDT
2025-10-03 00:47:22,Commission,-0.00175005 USDT,ASTERUSDT
2025-10-03 00:46:24,Commission,-0.00583567 USDT,ASTERUSDT
2025-10-03 00:46:24,Commission,-0.00497227 USDT,ASTERUSDT
2025-10-03 00:46:24,Commission,-0.00086186 USDT,ASTERUSDT
2025-10-03 00:39:55,Realized PNL,-0.02240000 USDT,ENAUSDT
2025-10-03 00:39:55,Commission,-0.01188936 USDT,ENAUSDT
2025-10-03 00:38:47,Commission,-0.00594860 USDT,ENAUSDT
2025-10-03 00:38:47,Commission,-0.00594860 USDT,ENAUSDT
2025-10-03 00:32:42,Realized PNL,0.00007377 USDT,ASTERUSDT
2025-10-03 00:32:42,Commission,-0.00000657 USDT,ASTERUSDT
2025-10-03 00:31:56,Realized PNL,0.25431122 USDT,ASTERUSDT
2025-10-03 00:31:56,Commission,-0.02363187 USDT,ASTERUSDT
2025-10-03 00:30:45,Commission,-0.00583999 USDT,ASTERUSDT
2025-10-03 00:30:45,Commission,-0.00583999 USDT,ASTERUSDT
2025-10-03 00:30:07,Commission,-0.00418187 USDT,ASTERUSDT
2025-10-03 00:30:07,Commission,-0.00175284 USDT,ASTERUSDT
2025-10-03 00:30:07,Commission,-0.00418187 USDT,ASTERUSDT
2025-10-03 00:30:07,Commission,-0.00175284 USDT,ASTERUSDT
2025-10-03 00:29:55,Realized PNL,-0.02004000 USDT,PUMPUSDT
2025-10-03 00:29:55,Commission,-0.01189749 USDT,PUMPUSDT
2025-10-03 00:28:00,Commission,-0.00595225 USDT,PUMPUSDT
2025-10-03 00:28:00,Commission,-0.00595225 USDT,PUMPUSDT
2025-10-03 00:27:55,Realized PNL,0.00660000 USDT,ETHUSDT
2025-10-03 00:27:55,Commission,-0.00935466 USDT,ETHUSDT
2025-10-03 00:26:48,Commission,-0.00467617 USDT,ETHUSDT
2025-10-03 00:26:47,Commission,-0.00467617 USDT,ETHUSDT
2025-10-03 00:25:56,Realized PNL,-0.00660000 USDT,DOGEUSDT
2025-10-03 00:25:56,Commission,-0.01174357 USDT,DOGEUSDT
2025-10-03 00:25:55,Realized PNL,-0.00120000 USDT,ETHUSDT
2025-10-03 00:25:55,Commission,-0.00935255 USDT,ETHUSDT
2025-10-03 00:25:36,Commission,-0.00587294 USDT,DOGEUSDT
2025-10-03 00:25:35,Commission,-0.00587294 USDT,DOGEUSDT
2025-10-03 00:25:15,Commission,-0.00467638 USDT,ETHUSDT
2025-10-03 00:25:15,Commission,-0.00467659 USDT,ETHUSDT
2025-10-03 00:23:56,Realized PNL,-0.10250000 USDT,CAKEUSDT
2025-10-03 00:23:56,Commission,-0.01164310 USDT,CAKEUSDT
2025-10-03 00:23:55,Realized PNL,0.02262000 USDT,STBLUSDT
2025-10-03 00:23:55,Commission,-0.01140575 USDT,STBLUSDT
2025-10-03 00:23:01,Commission,-0.00583870 USDT,CAKEUSDT
2025-10-03 00:23:01,Commission,-0.00584027 USDT,CAKEUSDT
2025-10-03 00:21:55,Realized PNL,0.12433800 USDT,ASTERUSDT
2025-10-03 00:21:55,Commission,-0.01192086 USDT,ASTERUSDT
2025-10-03 00:21:54,Realized PNL,-0.00360000 USDT,ETHUSDT
2025-10-03 00:21:54,Commission,-0.00935780 USDT,ETHUSDT
2025-10-03 00:21:23,Commission,-0.00569942 USDT,STBLUSDT
2025-10-03 00:21:23,Commission,-0.00569841 USDT,STBLUSDT
2025-10-03 00:20:07,Commission,-0.00418541 USDT,ASTERUSDT
2025-10-03 00:20:07,Commission,-0.00175325 USDT,ASTERUSDT
2025-10-03 00:20:07,Commission,-0.00467953 USDT,ETHUSDT
2025-10-03 00:20:07,Commission,-0.00593867 USDT,ASTERUSDT
2025-10-03 00:20:07,Commission,-0.00467953 USDT,ETHUSDT
2025-10-03 00:19:55,Realized PNL,0.12449000 USDT,STBLUSDT
2025-10-03 00:19:55,Commission,-0.01170483 USDT,STBLUSDT
2025-10-03 00:19:26,Commission,-0.00583073 USDT,STBLUSDT
2025-10-03 00:19:26,Commission,-0.00583052 USDT,STBLUSDT
2025-10-03 00:11:56,Realized PNL,0.28090800 USDT,ASTERUSDT
2025-10-03 00:11:56,Commission,-0.01150075 USDT,ASTERUSDT
2025-10-03 00:11:55,Realized PNL,-0.03225600 USDT,PUMPUSDT
2025-10-03 00:11:55,Commission,-0.00367073 USDT,PUMPUSDT
2025-10-03 00:11:55,Realized PNL,-0.02150800 USDT,PUMPUSDT
2025-10-03 00:11:55,Commission,-0.00270446 USDT,PUMPUSDT
2025-10-03 00:11:55,Realized PNL,-0.12826800 USDT,PUMPUSDT
2025-10-03 00:11:55,Commission,-0.01702223 USDT,PUMPUSDT
2025-10-03 00:10:36,Commission,-0.00570121 USDT,ASTERUSDT
2025-10-03 00:10:36,Commission,-0.00570121 USDT,ASTERUSDT
2025-10-03 00:09:57,Commission,-0.02333371 USDT,PUMPUSDT
2025-10-03 00:09:56,Realized PNL,-0.03144100 USDT,PUMPUSDT
2025-10-03 00:09:56,Commission,-0.02332685 USDT,PUMPUSDT
2025-10-03 00:09:55,Realized PNL,0.01515999 USDT,HYPEUSDT
2025-10-03 00:09:55,Commission,-0.02251522 USDT,HYPEUSDT
2025-10-03 00:09:55,Realized PNL,-0.00060000 USDT,ETHUSDT
2025-10-03 00:09:55,Commission,-0.00936264 USDT,ETHUSDT
2025-10-03 00:09:54,Commission,-0.00468142 USDT,ETHUSDT
2025-10-03 00:09:54,Commission,-0.00468142 USDT,ETHUSDT
2025-10-03 00:09:40,Commission,-0.00553840 USDT,HYPEUSDT
2025-10-03 00:09:39,Commission,-0.00553840 USDT,HYPEUSDT
2025-10-03 00:09:36,Commission,-0.00571213 USDT,PUMPUSDT
2025-10-03 00:09:36,Commission,-0.00571465 USDT,PUMPUSDT
2025-10-03 00:08:35,Commission,-0.00571655 USDT,HYPEUSDT
2025-10-03 00:08:35,Commission,-0.00571655 USDT,HYPEUSDT
2025-10-03 00:08:32,Commission,-0.00595573 USDT,PUMPUSDT
2025-10-03 00:08:32,Commission,-0.00325681 USDT,PUMPUSDT
2025-10-03 00:08:32,Commission,-0.00269851 USDT,PUMPUSDT
2025-10-03 00:04:39,Realized PNL,0.07434000 USDT,PUMPUSDT
2025-10-03 00:04:39,Commission,-0.01193231 USDT,PUMPUSDT
2025-10-03 00:04:23,Commission,-0.00595314 USDT,PUMPUSDT
2025-10-03 00:04:23,Commission,-0.00595314 USDT,PUMPUSDT
2025-10-03 00:03:32,Realized PNL,-0.31439164 USDT,ASTERUSDT
2025-10-03 00:03:32,Commission,-0.01481154 USDT,ASTERUSDT
2025-10-03 00:03:32,Realized PNL,-0.13998279 USDT,ASTERUSDT
2025-10-03 00:03:32,Commission,-0.00664160 USDT,ASTERUSDT
2025-10-03 00:03:32,Realized PNL,-0.06949139 USDT,ASTERUSDT
2025-10-03 00:03:32,Commission,-0.00332062 USDT,ASTERUSDT
2025-10-03 00:03:32,Realized PNL,-0.03474569 USDT,ASTERUSDT
2025-10-03 00:03:32,Commission,-0.00166031 USDT,ASTERUSDT
2025-10-03 00:03:32,Realized PNL,-0.03669145 USDT,ASTERUSDT
2025-10-03 00:03:32,Commission,-0.00175329 USDT,ASTERUSDT
2025-10-03 00:03:32,Realized PNL,0.03255000 USDT,HYPEUSDT
2025-10-03 00:03:32,Commission,-0.01080681 USDT,HYPEUSDT
2025-10-03 00:03:32,Realized PNL,-0.01950000 USDT,AVNTUSDT
2025-10-03 00:03:32,Commission,-0.00539812 USDT,AVNTUSDT
2025-10-03 00:00:32,Commission,-0.00540937 USDT,HYPEUSDT
2025-10-03 00:00:32,Commission,-0.00540883 USDT,HYPEUSDT
2025-10-02 23:59:12,Realized PNL,0.08240000 USDT,CAKEUSDT
2025-10-02 23:59:12,Commission,-0.00952167 USDT,CAKEUSDT
2025-10-02 23:59:03,Commission,-0.00474642 USDT,CAKEUSDT
2025-10-02 23:59:03,Commission,-0.00474642 USDT,CAKEUSDT
2025-10-02 23:57:55,Realized PNL,-0.04160000 USDT,CAKEUSDT
2025-10-02 23:57:55,Commission,-0.00951467 USDT,CAKEUSDT
2025-10-02 23:57:53,Commission,-0.00476266 USDT,CAKEUSDT
2025-10-02 23:57:51,Commission,-0.00476658 USDT,CAKEUSDT
2025-10-02 23:55:56,Realized PNL,-0.00120000 USDT,SOLUSDT
2025-10-02 23:55:56,Commission,-0.00961086 USDT,SOLUSDT
2025-10-02 23:53:57,Commission,-0.00961128 USDT,SOLUSDT
2025-10-02 23:53:57,Realized PNL,-0.01740000 USDT,SOLUSDT
2025-10-02 23:53:57,Commission,-0.00480564 USDT,SOLUSDT
2025-10-02 23:53:57,Realized PNL,-0.01740000 USDT,SOLUSDT
2025-10-02 23:53:57,Commission,-0.00480564 USDT,SOLUSDT
2025-10-02 23:53:56,Realized PNL,-0.01807000 USDT,HYPEUSDT
2025-10-02 23:53:56,Commission,-0.02423207 USDT,HYPEUSDT
2025-10-02 23:53:56,Realized PNL,-0.00143000 USDT,HYPEUSDT
2025-10-02 23:53:56,Commission,-0.00191764 USDT,HYPEUSDT
2025-10-02 23:53:54,Realized PNL,0.03630000 USDT,ETHUSDT
2025-10-02 23:53:54,Commission,-0.00937734 USDT,ETHUSDT
2025-10-02 23:51:58,Commission,-0.00959909 USDT,SOLUSDT
2025-10-02 23:51:57,Realized PNL,0.00036428 USDT,HYPEUSDT
2025-10-02 23:51:57,Commission,-0.02912095 USDT,HYPEUSDT
2025-10-02 23:51:57,Realized PNL,0.00023571 USDT,HYPEUSDT
2025-10-02 23:51:57,Commission,-0.00191814 USDT,HYPEUSDT
2025-10-02 23:51:57,Commission,-0.00468237 USDT,ETHUSDT
2025-10-02 23:51:56,Realized PNL,0.01682000 USDT,DOGEUSDT
2025-10-02 23:51:56,Commission,-0.01034203 USDT,DOGEUSDT
2025-10-02 23:51:56,Commission,-0.00296434 USDT,HYPEUSDT
2025-10-02 23:51:56,Commission,-0.00191841 USDT,HYPEUSDT
2025-10-02 23:51:55,Realized PNL,-0.06990000 USDT,SOLUSDT
2025-10-02 23:51:55,Commission,-0.00958565 USDT,SOLUSDT
2025-10-02 23:51:55,Realized PNL,-0.00350000 USDT,BNBUSDT
2025-10-02 23:51:55,Commission,-0.00382060 USDT,BNBUSDT
2025-10-02 23:51:55,Commission,-0.00468226 USDT,ETHUSDT
