Time,Type,Amount,Symbol
2025-10-05 03:45:24,Commission,-0.00196177 USDT,FARTCOINUSDT
2025-10-05 03:10:57,Commission,-0.00816724 USDT,SUIUSDT
2025-10-05 03:10:51,Commission,-0.02171207 USDT,AVNTUSDT
2025-10-05 03:04:34,Realized PNL,2.89078999 USDT,XRPUSDT
2025-10-05 03:04:34,Commission,-0.02853263 USDT,XRPUSDT
2025-10-05 02:45:28,Realized PNL,3.81100000 USDT,ETHUSDT
2025-10-05 02:45:28,Commission,-0.03766540 USDT,ETHUSDT
2025-10-05 02:32:28,Realized PNL,13.58246000 USDT,HYPEUSDT
2025-10-05 02:32:28,Commission,-0.13429411 USDT,HYPEUSDT
2025-10-05 02:30:54,Commission,-0.01244929 USDT,AVNTUSDT
2025-10-05 02:30:20,Commission,-0.07321229 USDT,BNBUSDT
2025-10-05 01:09:50,Realized PNL,0.19380000 USDT,AVNTUSDT
2025-10-05 01:09:50,Commission,-0.00197846 USDT,AVNTUSDT
2025-10-05 01:00:00,Funding fee,0.13673282 USDT,HYPEUSDT
2025-10-05 01:00:00,Funding fee,-0.01142313 USDT,AVNTUSDT
2025-10-05 01:00:00,Funding fee,0.02906796 USDT,XRPUSDT
2025-10-05 01:00:00,Funding fee,0.03822841 USDT,ETHUSDT
2025-10-05 00:56:19,Commission,-0.02382048 USDT,XRPUSDT
2025-10-05 00:50:19,Commission,-0.07560090 USDT,ETHUSDT
2025-10-05 00:15:41,Commission,-0.02059225 USDT,BNBUSDT
2025-10-05 00:15:41,Commission,-0.02059225 USDT,BNBUSDT
2025-10-05 00:14:29,Commission,-0.01234380 USDT,BNBUSDT
2025-10-05 00:14:29,Commission,-0.01234380 USDT,BNBUSDT
2025-10-05 00:13:49,Commission,-0.15179640 USDT,HYPEUSDT
2025-10-05 00:13:49,Commission,-0.15179640 USDT,HYPEUSDT
2025-10-05 00:01:01,Commission,-0.08368206 USDT,HYPEUSDT
2025-10-04 23:53:42,Commission,-0.04638369 USDT,HYPEUSDT
2025-10-04 23:48:28,Commission,-0.02563078 USDT,HYPEUSDT
2025-10-04 23:42:49,Commission,-0.00774697 USDT,HYPEUSDT
2025-10-04 23:42:48,Commission,-0.00774697 USDT,HYPEUSDT
2025-10-04 23:39:50,Realized PNL,0.02533955 USDT,HYPEUSDT
2025-10-04 23:39:50,Commission,-0.00025066 USDT,HYPEUSDT
2025-10-04 23:39:49,Realized PNL,0.49665520 USDT,HYPEUSDT
2025-10-04 23:39:49,Commission,-0.00491303 USDT,HYPEUSDT
2025-10-04 23:39:49,Realized PNL,4.11007524 USDT,HYPEUSDT
2025-10-04 23:39:49,Commission,-0.04065786 USDT,HYPEUSDT
2025-10-04 23:38:41,Commission,-0.00410095 USDT,BNBUSDT
2025-10-04 23:38:26,Realized PNL,1.19800000 USDT,BNBUSDT
2025-10-04 23:38:26,Commission,-0.01172500 USDT,BNBUSDT
2025-10-04 23:34:29,Commission,-0.00685678 USDT,AVNTUSDT
2025-10-04 23:26:00,Realized PNL,0.73513148 USDT,DOGEUSDT
2025-10-04 23:26:00,Commission,-0.03862624 USDT,DOGEUSDT
2025-10-04 23:24:25,Realized PNL,9.18401851 USDT,DOGEUSDT
2025-10-04 23:24:25,Commission,-0.35482671 USDT,DOGEUSDT
2025-10-04 23:22:36,Realized PNL,0.84730000 USDT,ENAUSDT
2025-10-04 23:22:36,Commission,-0.00831600 USDT,ENAUSDT
2025-10-04 21:54:20,Commission,-0.12251726 USDT,DOGEUSDT
2025-10-04 21:54:20,Commission,-0.12251726 USDT,DOGEUSDT
2025-10-04 21:52:54,Commission,-0.01658859 USDT,BNBUSDT
2025-10-04 21:52:53,Commission,-0.01658859 USDT,BNBUSDT
2025-10-04 21:51:14,Commission,-0.01308203 USDT,XRPUSDT
2025-10-04 21:51:14,Commission,-0.00413980 USDT,BNBUSDT
2025-10-04 21:51:14,Commission,-0.00413980 USDT,BNBUSDT
2025-10-04 21:51:14,Commission,-0.01308203 USDT,XRPUSDT
2025-10-04 21:50:29,Commission,-0.03762697 USDT,DOGEUSDT
2025-10-04 21:50:29,Commission,-0.03762697 USDT,DOGEUSDT
2025-10-04 21:49:00,Commission,-0.01159004 USDT,ENAUSDT
2025-10-04 21:48:59,Commission,-0.01158447 USDT,ENAUSDT
2025-10-04 21:48:58,Commission,-0.00195549 USDT,HYPEUSDT
2025-10-04 21:48:58,Commission,-0.00355586 USDT,HYPEUSDT
2025-10-04 21:48:58,Commission,-0.03449455 USDT,HYPEUSDT
2025-10-04 21:48:58,Commission,-0.04001208 USDT,HYPEUSDT
2025-10-04 21:47:59,Realized PNL,3.38417391 USDT,BNBUSDT
2025-10-04 21:47:59,Commission,-0.03431860 USDT,BNBUSDT
2025-10-04 21:47:51,Realized PNL,1.98382608 USDT,BNBUSDT
2025-10-04 21:47:51,Commission,-0.02011780 USDT,BNBUSDT
2025-10-04 21:47:01,Commission,-0.02209375 USDT,HYPEUSDT
2025-10-04 21:47:01,Commission,-0.02209375 USDT,HYPEUSDT
2025-10-04 21:46:41,Commission,-0.02352367 USDT,XRPUSDT
2025-10-04 21:46:38,Commission,-0.01303683 USDT,XRPUSDT
2025-10-04 21:46:01,Commission,-0.02064111 USDT,DOGEUSDT
2025-10-04 21:46:00,Commission,-0.02064190 USDT,DOGEUSDT
2025-10-04 21:45:56,Commission,-0.01218947 USDT,HYPEUSDT
2025-10-04 21:45:56,Commission,-0.01218947 USDT,HYPEUSDT
2025-10-04 21:42:35,Commission,-0.00670612 USDT,HYPEUSDT
2025-10-04 21:42:35,Commission,-0.00670612 USDT,HYPEUSDT
2025-10-04 21:39:27,Realized PNL,1.60261999 USDT,HYPEUSDT
2025-10-04 21:39:27,Commission,-0.01621656 USDT,HYPEUSDT
2025-10-04 21:00:01,Funding fee,-0.00804436 USDT,HYPEUSDT
2025-10-04 20:44:12,Commission,-0.00622804 USDT,ENAUSDT
2025-10-04 20:31:07,Commission,-0.01139499 USDT,DOGEUSDT
2025-10-04 20:31:07,Commission,-0.01139455 USDT,DOGEUSDT
2025-10-04 20:09:20,Commission,-0.03674160 USDT,BNBUSDT
2025-10-04 20:09:20,Commission,-0.03674160 USDT,BNBUSDT
2025-10-04 20:05:08,Commission,-0.02239202 USDT,ETHUSDT
2025-10-04 20:05:08,Commission,-0.02239202 USDT,ETHUSDT
2025-10-04 20:04:31,Commission,-0.00638890 USDT,ETHUSDT
2025-10-04 20:04:31,Commission,-0.00638890 USDT,ETHUSDT
2025-10-04 20:04:08,Realized PNL,0.27060000 USDT,ETHUSDT
2025-10-04 20:04:08,Commission,-0.00273738 USDT,ETHUSDT
2025-10-04 20:04:08,Realized PNL,0.09020000 USDT,ETHUSDT
2025-10-04 20:04:08,Commission,-0.00091246 USDT,ETHUSDT
2025-10-04 20:00:52,Commission,-0.01223145 USDT,BNBUSDT
2025-10-04 20:00:52,Commission,-0.01223145 USDT,BNBUSDT
2025-10-04 20:00:40,Commission,-0.00716546 USDT,XRPUSDT
2025-10-04 20:00:40,Commission,-0.00716546 USDT,XRPUSDT
2025-10-04 20:00:04,Realized PNL,-4.18775999 USDT,FARTCOINUSDT
2025-10-04 20:00:04,Commission,-0.03028057 USDT,FARTCOINUSDT
2025-10-04 19:59:03,Realized PNL,4.64229999 USDT,ENAUSDT
2025-10-04 19:59:03,Commission,-0.04756092 USDT,ENAUSDT
2025-10-04 19:57:43,Commission,-0.00628180 USDT,DOGEUSDT
2025-10-04 19:57:42,Commission,-0.00628180 USDT,DOGEUSDT
2025-10-04 19:42:34,Commission,-0.02145698 USDT,HYPEUSDT
2025-10-04 19:42:34,Commission,-0.02145612 USDT,HYPEUSDT
2025-10-04 19:41:06,Commission,-0.00664268 USDT,HYPEUSDT
2025-10-04 19:41:06,Commission,-0.00314603 USDT,HYPEUSDT
2025-10-04 19:41:06,Commission,-0.00349524 USDT,HYPEUSDT
2025-10-04 19:40:57,Commission,-0.00632408 USDT,ETHUSDT
2025-10-04 19:40:57,Commission,-0.00632408 USDT,ETHUSDT
2025-10-04 19:30:52,Realized PNL,0.64547647 USDT,AVNTUSDT
2025-10-04 19:30:52,Commission,-0.01221150 USDT,AVNTUSDT
2025-10-04 19:30:45,Realized PNL,3.11796176 USDT,AVNTUSDT
2025-10-04 19:30:45,Commission,-0.06301680 USDT,AVNTUSDT
2025-10-04 19:30:06,Realized PNL,1.46991352 USDT,AVNTUSDT
2025-10-04 19:30:06,Commission,-0.01030620 USDT,AVNTUSDT
2025-10-04 19:30:06,Realized PNL,1.09004823 USDT,AVNTUSDT
2025-10-04 19:30:06,Commission,-0.00764280 USDT,AVNTUSDT
2025-10-04 18:20:22,Commission,-0.00204572 USDT,FARTCOINUSDT
2025-10-04 17:49:59,Commission,-0.00184527 USDT,ENAUSDT
2025-10-04 17:49:58,Commission,-0.00184527 USDT,ENAUSDT
2025-10-04 17:38:27,Commission,-0.01195635 USDT,AVNTUSDT
2025-10-04 17:38:25,Commission,-0.01195635 USDT,AVNTUSDT
2025-10-04 17:05:51,Commission,-0.00669910 USDT,AVNTUSDT
2025-10-04 17:05:50,Commission,-0.02365650 USDT,AVNTUSDT
2025-10-04 17:03:25,Commission,-0.00358848 USDT,AVNTUSDT
2025-10-04 17:03:24,Commission,-0.02470111 USDT,AVNTUSDT
2025-10-04 17:02:41,Realized PNL,0.25936900 USDT,ASTERUSDT
2025-10-04 17:02:41,Commission,-0.00254578 USDT,ASTERUSDT
2025-10-04 17:02:19,Commission,-0.00200532 USDT,AVNTUSDT
2025-10-04 17:02:19,Commission,-0.02527371 USDT,AVNTUSDT
2025-10-04 17:00:01,Funding fee,0.01760071 USDT,ASTERUSDT
2025-10-04 17:00:01,Funding fee,-0.03388396 USDT,AVNTUSDT
2025-10-04 17:00:01,Funding fee,-0.04541317 USDT,ENAUSDT
2025-10-04 17:00:01,Funding fee,0.00786113 USDT,FARTCOINUSDT
2025-10-04 16:51:47,Commission,-0.00900103 USDT,ASTERUSDT
2025-10-04 16:31:18,Commission,-0.02599968 USDT,AVNTUSDT
2025-10-04 16:21:51,Commission,-0.02676913 USDT,FARTCOINUSDT
2025-10-04 16:08:51,Realized PNL,-0.02097049 USDT,APTUSDT
2025-10-04 16:08:51,Commission,-0.00036379 USDT,APTUSDT
2025-10-04 16:01:33,Realized PNL,-1.28222950 USDT,APTUSDT
2025-10-04 16:01:33,Commission,-0.02181900 USDT,APTUSDT
2025-10-04 15:41:45,Realized PNL,-0.39376000 USDT,FARTCOINUSDT
2025-10-04 15:41:45,Commission,-0.01935415 USDT,FARTCOINUSDT
2025-10-04 15:41:39,Realized PNL,0.07403999 USDT,HYPEUSDT
2025-10-04 15:41:39,Commission,-0.03147807 USDT,HYPEUSDT
2025-10-04 15:41:32,Realized PNL,-0.27501999 USDT,XRPUSDT
2025-10-04 15:41:32,Commission,-0.12903582 USDT,XRPUSDT
2025-10-04 15:41:25,Realized PNL,-0.34460000 USDT,SOLUSDT
2025-10-04 15:41:25,Commission,-0.10267110 USDT,SOLUSDT
2025-10-04 15:41:15,Realized PNL,-0.00600000 USDT,ETHUSDT
2025-10-04 15:41:15,Commission,-0.01570520 USDT,ETHUSDT
2025-10-04 15:33:36,Realized PNL,0.47567380 USDT,ASTERUSDT
2025-10-04 15:33:36,Commission,-0.01282297 USDT,ASTERUSDT
2025-10-04 15:32:36,Realized PNL,0.23348136 USDT,ASTERUSDT
2025-10-04 15:32:36,Commission,-0.01465227 USDT,ASTERUSDT
2025-10-04 15:32:36,Realized PNL,0.04763612 USDT,ASTERUSDT
2025-10-04 15:32:36,Commission,-0.00296356 USDT,ASTERUSDT
2025-10-04 15:32:36,Realized PNL,0.03218343 USDT,ASTERUSDT
2025-10-04 15:32:36,Commission,-0.00200221 USDT,ASTERUSDT
2025-10-04 15:32:36,Realized PNL,0.01080526 USDT,ASTERUSDT
2025-10-04 15:32:36,Commission,-0.00067222 USDT,ASTERUSDT
2025-10-04 15:32:36,Realized PNL,0.32613319 USDT,ASTERUSDT
2025-10-04 15:32:36,Commission,-0.02028955 USDT,ASTERUSDT
2025-10-04 15:31:48,Commission,-0.01921634 USDT,FARTCOINUSDT
2025-10-04 15:31:42,Realized PNL,0.26999319 USDT,ASTERUSDT
2025-10-04 15:31:42,Commission,-0.00580263 USDT,ASTERUSDT
2025-10-04 15:29:36,Realized PNL,0.31209819 USDT,ASTERUSDT
2025-10-04 15:29:36,Commission,-0.02029446 USDT,ASTERUSDT
2025-10-04 15:29:06,Realized PNL,0.26999319 USDT,ASTERUSDT
2025-10-04 15:29:06,Commission,-0.00580263 USDT,ASTERUSDT
2025-10-04 15:29:06,Realized PNL,0.26999319 USDT,ASTERUSDT
2025-10-04 15:29:06,Commission,-0.00580263 USDT,ASTERUSDT
2025-10-04 15:26:03,Commission,-0.01650288 USDT,ASTERUSDT
2025-10-04 15:26:03,Commission,-0.00175701 USDT,ASTERUSDT
2025-10-04 15:22:14,Commission,-0.01853799 USDT,ASTERUSDT
2025-10-04 15:20:58,Commission,-0.01887968 USDT,ASTERUSDT
2025-10-04 15:18:38,Commission,-0.01933463 USDT,ASTERUSDT
2025-10-04 15:18:07,Commission,-0.01229213 USDT,ASTERUSDT
2025-10-04 15:18:07,Commission,-0.00740726 USDT,ASTERUSDT
2025-10-04 15:02:39,Commission,-0.02017821 USDT,ASTERUSDT
2025-10-04 14:59:53,Commission,-0.02052184 USDT,ASTERUSDT
2025-10-04 14:48:41,Realized PNL,0.50508000 USDT,ASTERUSDT
2025-10-04 14:48:41,Commission,-0.00575187 USDT,ASTERUSDT
2025-10-04 14:42:18,Commission,-0.02030833 USDT,ASTERUSDT
2025-10-04 14:31:53,Realized PNL,4.12416900 USDT,ASTERUSDT
2025-10-04 14:31:53,Commission,-0.04065914 USDT,ASTERUSDT
2025-10-04 14:14:19,Commission,-0.01570310 USDT,ETHUSDT
2025-10-04 13:33:23,Commission,-0.01728101 USDT,ASTERUSDT
2025-10-04 13:31:53,Commission,-0.01773797 USDT,ASTERUSDT
2025-10-04 13:29:55,Commission,-0.01817585 USDT,ASTERUSDT
2025-10-04 13:28:30,Commission,-0.01860145 USDT,ASTERUSDT
2025-10-04 13:26:37,Realized PNL,0.35611476 USDT,DOGEUSDT
2025-10-04 13:26:37,Commission,-0.01199277 USDT,DOGEUSDT
2025-10-04 13:26:07,Realized PNL,1.05600000 USDT,WLFIUSDT
2025-10-04 13:26:07,Commission,-0.01067088 USDT,WLFIUSDT
2025-10-04 13:25:45,Realized PNL,0.74825523 USDT,DOGEUSDT
2025-10-04 13:25:45,Commission,-0.00742589 USDT,DOGEUSDT
2025-10-04 13:24:41,Commission,-0.01745341 USDT,ASTERUSDT
2025-10-04 13:21:43,Commission,-0.01773204 USDT,ASTERUSDT
2025-10-04 13:11:05,Commission,-0.01838652 USDT,ASTERUSDT
2025-10-04 13:11:05,Commission,-0.01838215 USDT,ASTERUSDT
2025-10-04 13:06:45,Realized PNL,1.54598599 USDT,ASTERUSDT
2025-10-04 13:06:45,Commission,-0.01568391 USDT,ASTERUSDT
2025-10-04 12:44:18,Commission,-0.01754306 USDT,ASTERUSDT
2025-10-04 12:43:14,Commission,-0.01840477 USDT,ASTERUSDT
2025-10-04 12:43:13,Commission,-0.01840477 USDT,ASTERUSDT
2025-10-04 12:42:23,Realized PNL,0.39366200 USDT,ASTERUSDT
2025-10-04 12:42:23,Commission,-0.01039650 USDT,ASTERUSDT
2025-10-04 12:35:18,Commission,-0.01804720 USDT,ASTERUSDT
2025-10-04 12:29:52,Commission,-0.01510122 USDT,ASTERUSDT
2025-10-04 12:29:52,Commission,-0.00337710 USDT,ASTERUSDT
2025-10-04 12:29:20,Realized PNL,0.08578200 USDT,ASTERUSDT
2025-10-04 12:29:20,Commission,-0.00526802 USDT,ASTERUSDT
2025-10-04 12:29:18,Commission,-0.01846810 USDT,ASTERUSDT
2025-10-04 12:29:06,Realized PNL,1.03328800 USDT,ASTERUSDT
2025-10-04 12:29:06,Commission,-0.01022175 USDT,ASTERUSDT
2025-10-04 12:15:02,Commission,-0.01806974 USDT,ASTERUSDT
2025-10-04 12:15:02,Commission,-0.01806803 USDT,ASTERUSDT
2025-10-04 12:00:37,Realized PNL,1.01462400 USDT,ASTERUSDT
2025-10-04 12:00:37,Commission,-0.01028038 USDT,ASTERUSDT
2025-10-04 11:55:25,Realized PNL,0.33543400 USDT,HEMIUSDT
2025-10-04 11:55:25,Commission,-0.00339112 USDT,HEMIUSDT
2025-10-04 11:49:15,Commission,-0.01781311 USDT,ASTERUSDT
2025-10-04 11:49:15,Commission,-0.01781311 USDT,ASTERUSDT
2025-10-04 11:38:49,Commission,-0.01848924 USDT,WLFIUSDT
2025-10-04 11:38:49,Commission,-0.01848924 USDT,WLFIUSDT
2025-10-04 11:35:30,Realized PNL,1.04770400 USDT,ASTERUSDT
2025-10-04 11:35:30,Commission,-0.01032383 USDT,ASTERUSDT
2025-10-04 11:32:44,Commission,-0.01824574 USDT,ASTERUSDT
2025-10-04 11:32:44,Commission,-0.01825438 USDT,ASTERUSDT
2025-10-04 11:14:01,Realized PNL,3.26761100 USDT,ASTERUSDT
2025-10-04 11:14:01,Commission,-0.03314684 USDT,ASTERUSDT
2025-10-04 11:04:26,Realized PNL,0.13941984 USDT,AVNTUSDT
2025-10-04 11:04:26,Commission,-0.00142284 USDT,AVNTUSDT
2025-10-04 11:04:26,Realized PNL,1.38258015 USDT,AVNTUSDT
2025-10-04 11:04:26,Commission,-0.01410983 USDT,AVNTUSDT
2025-10-04 10:41:51,Commission,-0.01496307 USDT,ASTERUSDT
2025-10-04 10:41:12,Commission,-0.01356995 USDT,ASTERUSDT
2025-10-04 10:41:12,Commission,-0.00175662 USDT,ASTERUSDT
2025-10-04 10:32:11,Realized PNL,0.19817085 USDT,FARTCOINUSDT
2025-10-04 10:32:11,Commission,-0.00202208 USDT,FARTCOINUSDT
2025-10-04 10:32:11,Realized PNL,1.43983508 USDT,FARTCOINUSDT
2025-10-04 10:32:11,Commission,-0.01469167 USDT,FARTCOINUSDT
2025-10-04 10:32:11,Realized PNL,0.20560225 USDT,FARTCOINUSDT
2025-10-04 10:32:11,Commission,-0.00209790 USDT,FARTCOINUSDT
2025-10-04 10:31:33,Realized PNL,0.66944590 USDT,FARTCOINUSDT
2025-10-04 10:31:33,Commission,-0.00683083 USDT,FARTCOINUSDT
2025-10-04 10:31:31,Realized PNL,0.66944590 USDT,FARTCOINUSDT
2025-10-04 10:31:31,Commission,-0.00683083 USDT,FARTCOINUSDT
2025-10-04 10:20:46,Commission,-0.00947306 USDT,ASTERUSDT
2025-10-04 10:20:46,Commission,-0.00361550 USDT,ASTERUSDT
2025-10-04 10:20:04,Commission,-0.01337233 USDT,ASTERUSDT
2025-10-04 10:14:25,Commission,-0.01408489 USDT,ASTERUSDT
2025-10-04 10:14:25,Commission,-0.01408489 USDT,ASTERUSDT
2025-10-04 10:09:55,Commission,-0.01497496 USDT,ASTERUSDT
2025-10-04 10:09:55,Commission,-0.01497496 USDT,ASTERUSDT
2025-10-04 10:09:14,Realized PNL,2.69951700 USDT,ASTERUSDT
2025-10-04 10:09:14,Commission,-0.02662157 USDT,ASTERUSDT
2025-10-04 10:02:20,Realized PNL,1.62339999 USDT,WLFIUSDT
2025-10-04 10:02:20,Commission,-0.01770652 USDT,WLFIUSDT
2025-10-04 09:57:56,Commission,-0.01090516 USDT,ASTERUSDT
2025-10-04 09:51:47,Commission,-0.01093933 USDT,ASTERUSDT
2025-10-04 09:49:18,Commission,-0.01128374 USDT,ASTERUSDT
2025-10-04 09:47:53,Commission,-0.01169997 USDT,ASTERUSDT
2025-10-04 09:47:13,Commission,-0.01197236 USDT,ASTERUSDT
2025-10-04 09:44:50,Commission,-0.01219877 USDT,ASTERUSDT
2025-10-04 09:44:06,Commission,-0.01244774 USDT,ASTERUSDT
2025-10-04 09:43:24,Commission,-0.01091992 USDT,ASTERUSDT
2025-10-04 09:43:24,Commission,-0.00175329 USDT,ASTERUSDT
2025-10-04 09:34:45,Realized PNL,0.02881600 USDT,ASTERUSDT
2025-10-04 09:34:45,Commission,-0.01296062 USDT,ASTERUSDT
2025-10-04 09:34:44,Commission,-0.01295054 USDT,ASTERUSDT
2025-10-04 09:33:26,Realized PNL,2.33781900 USDT,ASTERUSDT
2025-10-04 09:33:26,Commission,-0.02366670 USDT,ASTERUSDT
2025-10-04 09:31:03,Commission,-0.01101460 USDT,ASTERUSDT
2025-10-04 09:30:31,Commission,-0.01114945 USDT,ASTERUSDT
2025-10-04 09:26:11,Commission,-0.00914798 USDT,ASTERUSDT
2025-10-04 09:26:11,Commission,-0.00175084 USDT,ASTERUSDT
2025-10-04 09:25:44,Commission,-0.01117191 USDT,FARTCOINUSDT
2025-10-04 09:25:33,Commission,-0.01141508 USDT,ASTERUSDT
2025-10-04 09:25:15,Commission,-0.01175153 USDT,HEMIUSDT
2025-10-04 09:22:00,Commission,-0.01203346 USDT,ASTERUSDT
2025-10-04 09:16:19,Commission,-0.01261699 USDT,ASTERUSDT
2025-10-04 09:13:32,Commission,-0.00497072 USDT,ASTERUSDT
2025-10-04 09:13:32,Commission,-0.00791607 USDT,ASTERUSDT
2025-10-04 09:04:14,Realized PNL,3.36381999 USDT,ASTERUSDT
2025-10-04 09:04:14,Commission,-0.03413424 USDT,ASTERUSDT
2025-10-04 09:00:00,Funding fee,-0.00790453 USDT,HYPEUSDT
2025-10-04 09:00:00,Funding fee,-0.19687429 USDT,ASTERUSDT
2025-10-04 09:00:00,Funding fee,-0.00766394 USDT,AVNTUSDT
2025-10-04 09:00:00,Funding fee,-0.03003081 USDT,WLFIUSDT
2025-10-04 09:00:00,Funding fee,-0.04482340 USDT,ENAUSDT
2025-10-04 09:00:00,Funding fee,-0.01436134 USDT,FARTCOINUSDT
2025-10-04 09:00:00,Funding fee,0.00163723 USDT,APTUSDT
2025-10-04 09:00:00,Funding fee,-0.03665072 USDT,XRPUSDT
2025-10-04 09:00:00,Funding fee,-0.01390617 USDT,SOLUSDT
2025-10-04 09:00:00,Funding fee,-0.00681109 USDT,DOGEUSDT
2025-10-04 08:57:18,Commission,-0.01034586 USDT,FARTCOINUSDT
2025-10-04 08:38:03,Commission,-0.01015962 USDT,AVNTUSDT
2025-10-04 08:38:03,Commission,-0.00528437 USDT,AVNTUSDT
2025-10-04 08:38:03,Commission,-0.00487788 USDT,AVNTUSDT
2025-10-04 08:34:20,Commission,-0.01102248 USDT,ENAUSDT
2025-10-04 08:34:20,Commission,-0.01102248 USDT,ENAUSDT
2025-10-04 08:33:53,Commission,-0.01166004 USDT,WLFIUSDT
2025-10-04 08:33:53,Commission,-0.00291501 USDT,WLFIUSDT
2025-10-04 08:33:53,Commission,-0.00416430 USDT,WLFIUSDT
2025-10-04 08:33:53,Commission,-0.00458073 USDT,WLFIUSDT
2025-10-04 08:31:59,Commission,-0.01216425 USDT,WLFIUSDT
2025-10-04 08:31:59,Commission,-0.01216425 USDT,WLFIUSDT
2025-10-04 08:31:54,Realized PNL,1.80180000 USDT,ETHUSDT
2025-10-04 08:31:54,Commission,-0.01778039 USDT,ETHUSDT
2025-10-04 08:29:32,Commission,-0.01072162 USDT,AVNTUSDT
2025-10-04 08:29:32,Commission,-0.01071980 USDT,AVNTUSDT
2025-10-04 08:29:25,Commission,-0.01185995 USDT,DOGEUSDT
2025-10-04 08:29:25,Commission,-0.01186235 USDT,DOGEUSDT
2025-10-04 08:27:10,Commission,-0.01206835 USDT,AVNTUSDT
2025-10-04 08:24:50,Commission,-0.01258710 USDT,XRPUSDT
2025-10-04 08:24:18,Commission,-0.01387456 USDT,DOGEUSDT
2025-10-04 08:24:02,Commission,-0.01177329 USDT,XRPUSDT
2025-10-04 08:24:02,Commission,-0.00206521 USDT,XRPUSDT
2025-10-04 08:23:57,Commission,-0.01375605 USDT,WLFIUSDT
2025-10-04 08:23:56,Commission,-0.01383284 USDT,FARTCOINUSDT
2025-10-04 08:23:14,Realized PNL,-0.01980000 USDT,AVNTUSDT
2025-10-04 08:23:14,Commission,-0.00392634 USDT,AVNTUSDT
2025-10-04 08:21:55,Commission,-0.01040550 USDT,AVNTUSDT
2025-10-04 08:21:55,Commission,-0.00332976 USDT,AVNTUSDT
2025-10-04 08:20:47,Commission,-0.01427313 USDT,XRPUSDT
2025-10-04 08:20:14,Commission,-0.00430272 USDT,AVNTUSDT
2025-10-04 08:15:36,Commission,-0.01423834 USDT,FARTCOINUSDT
2025-10-04 08:14:56,Commission,-0.01461717 USDT,FARTCOINUSDT
2025-10-04 08:14:48,Commission,-0.01502504 USDT,XRPUSDT
2025-10-04 08:12:57,Commission,-0.01505952 USDT,AVNTUSDT
2025-10-04 08:02:02,Commission,-0.01299091 USDT,FARTCOINUSDT
2025-10-04 08:02:02,Commission,-0.00283587 USDT,FARTCOINUSDT
2025-10-04 08:00:08,Commission,-0.01506823 USDT,SOLUSDT
2025-10-04 08:00:07,Realized PNL,0.17080000 USDT,AVNTUSDT
2025-10-04 08:00:07,Commission,-0.00168728 USDT,AVNTUSDT
2025-10-04 08:00:07,Realized PNL,0.35380000 USDT,AVNTUSDT
2025-10-04 08:00:07,Commission,-0.00349508 USDT,AVNTUSDT
2025-10-04 07:59:47,Commission,-0.01567506 USDT,FARTCOINUSDT
2025-10-04 07:59:39,Commission,-0.01609217 USDT,XRPUSDT
2025-10-04 07:59:25,Commission,-0.01586410 USDT,SOLUSDT
2025-10-04 07:57:25,Commission,-0.01683483 USDT,FARTCOINUSDT
2025-10-04 07:50:53,Commission,-0.01752828 USDT,SOLUSDT
2025-10-04 07:50:40,Commission,-0.01749002 USDT,ENAUSDT
2025-10-04 07:49:29,Commission,-0.01811714 USDT,XRPUSDT
2025-10-04 07:18:18,Commission,-0.01832187 USDT,AVNTUSDT
2025-10-04 07:16:07,Realized PNL,2.23191999 USDT,DOGEUSDT
2025-10-04 07:16:07,Commission,-0.02268266 USDT,DOGEUSDT
2025-10-04 06:08:28,Realized PNL,3.01268999 USDT,FARTCOINUSDT
2025-10-04 06:08:28,Commission,-0.03069216 USDT,FARTCOINUSDT
2025-10-04 06:08:23,Realized PNL,3.48974646 USDT,AVNTUSDT
2025-10-04 06:08:23,Commission,-0.02686918 USDT,AVNTUSDT
2025-10-04 06:08:23,Realized PNL,0.07895353 USDT,AVNTUSDT
2025-10-04 06:08:23,Commission,-0.00060790 USDT,AVNTUSDT
2025-10-04 06:00:09,Commission,-0.01121526 USDT,AVNTUSDT
2025-10-04 05:55:51,Commission,-0.01254758 USDT,DOGEUSDT
2025-10-04 05:55:37,Commission,-0.01197052 USDT,SOLUSDT
2025-10-04 05:53:30,Commission,-0.01289307 USDT,ASTERUSDT
2025-10-04 05:52:21,Commission,-0.01291041 USDT,AVNTUSDT
2025-10-04 05:49:32,Commission,-0.00638064 USDT,SOLUSDT
2025-10-04 05:49:32,Commission,-0.00239274 USDT,SOLUSDT
2025-10-04 05:49:32,Commission,-0.00478548 USDT,SOLUSDT
2025-10-04 05:49:28,Commission,-0.01195838 USDT,ASTERUSDT
2025-10-04 05:49:28,Commission,-0.00175683 USDT,ASTERUSDT
2025-10-04 05:48:48,Commission,-0.01409439 USDT,ASTERUSDT
2025-10-04 05:48:15,Commission,-0.01453485 USDT,ASTERUSDT
2025-10-04 05:47:34,Commission,-0.01317660 USDT,ASTERUSDT
2025-10-04 05:47:34,Commission,-0.00175402 USDT,ASTERUSDT
2025-10-04 05:46:26,Commission,-0.01346710 USDT,ASTERUSDT
2025-10-04 05:46:26,Commission,-0.00175454 USDT,ASTERUSDT
2025-10-04 05:45:35,Commission,-0.01547175 USDT,ENAUSDT
2025-10-04 05:45:29,Commission,-0.01595623 USDT,ASTERUSDT
